contig,gene,intron,conf,strand
gi|192824086|ref|NC_011021.1|,523.02247191,40.2808988764,95.4328089888,0.988764044944
gi|148747799|ref|NC_009551.1|,960.35,97.225,96.19225,0.95
gi|29566975|ref|NC_004689.1|,654.545454545,53.595959596,96.3842424242,1.0
gi|509140939|ref|NC_021332.1|,572.136363636,35.2424242424,98.4989393939,0.984848484848
gi|392973229|ref|NC_018088.1|,633.66,61.8533333333,97.9655333333,0.973333333333
gi|29566108|ref|NC_004683.1|,657.860759494,56.3924050633,98.6888607595,0.949367088608
gi|326782266|ref|NC_015281.1|,809.127962085,39.0568720379,96.6948341232,0.971563981043
gi|589891039|ref|NC_023578.1|,702.046511628,84.1627906977,95.8065116279,0.96511627907
gi|388570767|ref|NC_017984.1|,506.0,54.7682926829,96.8401219512,0.951219512195
gi|448245173|ref|NC_020205.1|,761.166666667,30.1666666667,97.857037037,0.925925925926
gi|472339613|ref|NC_020838.1|,777.222222222,64.9814814815,96.0307407407,1.0
gi|115304210|ref|NC_008363.1|,469.603773585,37.7547169811,98.631509434,0.962264150943
gi|939482383|ref|NC_008202.2|,679.379310345,38.0689655172,97.6693103448,0.965517241379
gi|588295077|ref|NC_023503.1|,655.641791045,58.2985074627,97.8828358209,0.910447761194
gi|206599795|ref|NC_011285.1|,753.746835443,54.8987341772,97.8013924051,0.974683544304
gi|195661200|ref|NC_011104.1|,673.777777778,54.6111111111,97.4625925926,0.925925925926
gi|281306659|ref|NC_013638.1|,791.12,54.34,98.5642,1.0
gi|428782724|ref|NC_019722.1|,640.586206897,60.5517241379,98.1882758621,0.896551724138
gi|227811306|ref|NC_004462.2|,434.87804878,12.487804878,98.2824390244,0.951219512195
gi|225626323|ref|NC_012418.1|,753.471698113,52.1886792453,99.28,0.962264150943
gi|338826915|ref|NC_015721.1|,538.921052632,61.9473684211,97.1863157895,0.947368421053
gi|593775231|ref|NC_023698.1|,502.702970297,31.8415841584,95.004950495,0.940594059406
gi|543171587|ref|NC_022341.1|,616.925,39.425,97.29375,0.925
gi|643217861|ref|NC_024211.1|,519.288732394,31.2288732394,98.264084507,0.992957746479
gi|399528633|ref|NC_018276.1|,647.234375,32.171875,93.6265625,1.0
gi|563398524|ref|NC_022976.1|,504.173913043,39.6884057971,96.0917391304,0.913043478261
gi|12657854|ref|NC_002656.1|,544.168674699,48.3614457831,96.4851807229,0.963855421687
gi|639163062|ref|NC_024123.1|,678.172413793,44.1379310345,99.4934482759,0.977011494253
gi|658307760|ref|NC_024370.1|,562.0625,47.4375,96.42640625,0.890625
gi|526244578|ref|NC_021855.1|,514.563636364,40.9454545455,98.178,0.963636363636
gi|428765613|ref|NC_019705.1|,562.163934426,62.2295081967,96.3003278689,0.967213114754
gi|530547290|ref|NC_022071.1|,558.084033613,70.6386554622,95.9331932773,0.941176470588
gi|24371534|ref|NC_004348.1|,547.584615385,54.9230769231,96.4707692308,0.923076923077
gi|408905827|ref|NC_018832.1|,765.014084507,50.6901408451,96.6567605634,0.915492957746
gi|389060373|ref|NC_017980.1|,596.444444444,48.5925925926,95.332962963,0.962962962963
gi|157325422|ref|NC_009815.1|,588.016949153,44.9322033898,97.4842372881,0.898305084746
gi|481019412|ref|NC_021072.1|,797.794117647,49.3333333333,96.5698529412,0.980392156863
gi|414089985|ref|NC_019414.1|,581.576923077,57.8717948718,98.3096153846,0.923076923077
gi|338827012|ref|NC_015584.1|,561.093220339,71.313559322,96.6255932203,0.923728813559
gi|561133277|ref|NC_022920.1|,610.086956522,64.0193236715,99.1942028986,0.980676328502
gi|399528538|ref|NC_018273.1|,613.923076923,33.8461538462,98.9141025641,0.948717948718
gi|589286276|ref|NC_023568.1|,603.177718833,50.6604774536,98.4729708223,0.931034482759
gi|338826857|ref|NC_015720.1|,683.457627119,79.1694915254,97.3489830508,0.898305084746
gi|446730228|ref|NC_019782.1|,566.508474576,44.2033898305,97.0547457627,1.0
gi|593778341|ref|NC_023722.1|,629.282352941,47.8352941176,97.0288235294,0.917647058824
gi|326781756|ref|NC_015279.1|,756.169491525,49.5127118644,96.1572457627,0.983050847458
gi|62362213|ref|NC_006949.1|,588.0,51.6111111111,95.7133333333,0.888888888889
gi|530545941|ref|NC_022060.1|,529.75257732,25.3711340206,95.5334020619,0.958762886598
gi|13095680|ref|NC_002666.1|,545.724137931,36.8965517241,97.5682758621,0.948275862069
gi|643654978|ref|NC_024215.1|,666.697368421,39.9868421053,99.0640789474,1.0
gi|509139354|ref|NC_021317.1|,697.888888889,40.037037037,98.9588888889,0.888888888889
gi|47842848|ref|NC_005342.2|,679.476190476,68.1428571429,97.1636507937,0.920634920635
gi|431810834|ref|NC_019930.1|,574.333333333,29.4814814815,98.7598765432,0.975308641975
gi|358356445|ref|NC_009993.2|,622.7375,40.2875,97.751875,0.925
gi|593778859|ref|NC_023726.1|,548.477272727,47.3522727273,96.8414772727,0.988636363636
gi|30027774|ref|NC_004735.1|,826.677852349,37.0402684564,97.4708053691,0.812080536913
gi|215401171|ref|NC_011614.1|,633.573770492,29.0819672131,98.583442623,0.950819672131
gi|209972829|ref|NC_011421.1|,610.921465969,74.7382198953,98.5119371728,0.968586387435
gi|33620426|ref|NC_005066.1|,569.045112782,39.6278195489,97.7382706767,0.962406015038
gi|428782011|ref|NC_019711.1|,641.0,77.671875,97.04421875,0.90625
gi|33300811|ref|NC_005045.1|,772.470588235,36.6862745098,99.0252941176,1.0
gi|589891132|ref|NC_023579.1|,779.032967033,45.7802197802,99.038021978,0.978021978022
gi|158345134|ref|NC_009936.1|,677.736842105,24.7192982456,96.5035087719,0.964912280702
gi|593779302|ref|NC_023731.1|,547.0,40.0344827586,98.6106896552,0.965517241379
gi|589891425|ref|NC_023582.1|,631.031496063,88.4094488189,99.2541732283,0.96062992126
gi|89885981|ref|NC_007902.1|,662.761904762,124.650793651,96.3485714286,0.793650793651
gi|514231188|ref|NC_021558.1|,491.308823529,52.6323529412,97.1594117647,0.941176470588
gi|158518661|ref|NC_009542.2|,704.069767442,42.6511627907,99.6174418605,0.93023255814
gi|563397110|ref|NC_022966.1|,497.64556962,50.6772151899,98.0373417722,0.987341772152
gi|589889409|ref|NC_023557.1|,793.496835443,60.8006329114,99.1734177215,0.886075949367
gi|194100467|ref|NC_011038.1|,809.714285714,94.3333333333,98.8383333333,1.0
gi|158079296|ref|NC_009904.1|,592.605633803,71.2018779343,98.7694366197,0.995305164319
gi|589287388|ref|NC_023608.1|,709.888888889,57.7592592593,96.8914814815,0.851851851852
gi|38639923|ref|NC_005260.1|,633.139465875,52.059347181,97.9785459941,0.970326409496
gi|589889163|ref|NC_023554.1|,708.258064516,42.3440860215,99.3980645161,0.903225806452
gi|238694878|ref|NC_012740.1|,565.393382353,38.6764705882,97.6718014706,0.955882352941
gi|460042372|ref|NC_020483.1|,683.842105263,43.4561403509,95.3801754386,0.982456140351
gi|29566021|ref|NC_004682.1|,555.609756098,34.9390243902,98.2062195122,0.963414634146
gi|472340845|ref|NC_020851.1|,633.10367893,58.4715719064,97.207826087,0.979933110368
gi|31415816|ref|NC_004821.1|,611.352941176,129.0,97.0323529412,0.882352941176
gi|281416434|ref|NC_013644.1|,662.588235294,55.8431372549,96.3588235294,0.941176470588
gi|422936732|ref|NC_019524.1|,693.307692308,34.8846153846,97.3694871795,0.961538461538
gi|194172859|ref|NC_011041.1|,568.985781991,75.345971564,97.737014218,0.981042654028
gi|228860932|ref|NC_012635.1|,593.577358491,33.6113207547,99.1045660377,0.954716981132
gi|32128412|ref|NC_004902.1|,617.738461538,59.8307692308,96.5895384615,0.923076923077
gi|77864625|ref|NC_007497.1|,578.0,54.7857142857,98.0051428571,0.828571428571
gi|530786827|ref|NC_022085.1|,512.529411765,43.6617647059,96.6122058824,0.897058823529
gi|593775339|ref|NC_023699.1|,560.696969697,28.9595959596,96.8882828283,0.949494949495
gi|609217069|ref|NC_022774.1|,655.587155963,75.8623853211,96.9422018349,0.926605504587
gi|509141363|ref|NC_021339.1|,637.873239437,55.6197183099,97.3811267606,0.929577464789
gi|192823813|ref|NC_011022.1|,533.886363636,38.6022727273,95.7081818182,0.988636363636
gi|66395370|ref|NC_007049.1|,614.681818182,40.7121212121,98.0095454545,0.878787878788
gi|338827142|ref|NC_015585.1|,714.821428571,33.0892857143,98.3664285714,0.982142857143
gi|509139941|ref|NC_021324.1|,528.166666667,48.0222222222,95.9564444444,0.988888888889
gi|218457801|ref|NC_011756.1|,660.806451613,49.6451612903,97.7787096774,0.913978494624
gi|939482337|ref|NC_003390.2|,798.333333333,49.2407407407,96.2244444444,1.0
gi|609252600|ref|NC_023746.1|,550.632653061,29.1632653061,96.4859183673,0.908163265306
gi|91214206|ref|NC_005091.2|,760.785714286,37.8,98.261,0.957142857143
gi|712913956|ref|NC_025443.1|,593.873417722,60.417721519,97.9326582278,0.810126582278
gi|428782085|ref|NC_019713.1|,691.5,60.5294117647,97.8747058824,1.0
gi|508179825|ref|NC_021307.1|,613.291666667,45.0,98.8793055556,0.986111111111
gi|712913311|ref|NC_025433.1|,518.198113208,26.3490566038,94.5821698113,0.933962264151
gi|460042888|ref|NC_020488.1|,671.825,20.975,96.8045,0.95
gi|347750411|ref|NC_012743.2|,767.434210526,48.8289473684,99.2581578947,0.855263157895
gi|29028563|ref|NC_004615.1|,616.578125,39.671875,98.806875,0.953125
gi|161622381|ref|NC_010105.1|,560.642105263,29.8771929825,97.9124912281,0.957894736842
gi|609252819|ref|NC_023748.1|,494.031578947,47.8842105263,95.3129473684,0.978947368421
gi|640884536|ref|NC_024141.1|,572.675,38.925,99.226,0.9625
gi|971821303|ref|NC_028908.1|,869.423076923,51.9487179487,98.7102564103,0.974358974359
gi|13487801|ref|NC_002703.1|,655.117647059,63.2352941176,98.7082352941,0.941176470588
gi|526244756|ref|NC_021860.1|,486.105263158,31.8245614035,97.169122807,0.929824561404
gi|194303053|ref|NC_011056.1|,487.26056338,40.6971830986,96.0584507042,0.915492957746
gi|589893597|ref|NC_023607.1|,556.56626506,68.1927710843,98.5643373494,0.963855421687
gi|327198098|ref|NC_015270.1|,428.529411765,55.8823529412,99.1644117647,0.970588235294
gi|526177667|ref|NC_021798.1|,719.85026738,55.513368984,97.5928877005,0.989304812834
gi|414087577|ref|NC_019403.1|,741.333333333,42.537037037,95.6516666667,1.0
gi|282599392|ref|NC_013691.1|,630.258928571,32.6071428571,95.9424107143,0.928571428571
gi|557307628|ref|NC_022751.1|,969.8,52.4,94.564,0.975
gi|48696910|ref|NC_005882.1|,697.448979592,34.2448979592,99.5212244898,0.877551020408
gi|479336462|ref|NC_021061.1|,609.790322581,43.9677419355,98.7467741935,0.967741935484
gi|563397873|ref|NC_022970.1|,498.891719745,52.6751592357,98.6470700637,0.987261146497
gi|602259533|ref|NC_023856.1|,709.116751269,60.8426395939,97.7712690355,0.878172588832
gi|588498242|ref|NC_023499.1|,634.017241379,65.4310344828,98.6981034483,0.844827586207
gi|589892450|ref|NC_023594.1|,743.369230769,77.9692307692,97.7666153846,1.0
gi|358356482|ref|NC_016163.1|,694.408571429,54.9971428571,98.8617142857,0.925714285714
gi|17975105|ref|NC_003313.1|,681.953488372,42.488372093,98.6095348837,0.883720930233
gi|557307584|ref|NC_022750.1|,709.428571429,47.619047619,96.8642857143,0.857142857143
gi|9634119|ref|NC_002166.1|,552.753846154,63.8769230769,96.2553846154,0.938461538462
gi|560185957|ref|NC_022914.1|,640.564516129,35.5,97.5662903226,0.870967741935
gi|643218205|ref|NC_024213.1|,515.932862191,35.1978798587,98.3093992933,0.992932862191
gi|389060148|ref|NC_017975.1|,901.568965517,55.4482758621,99.7105747126,0.781609195402
gi|423261980|ref|NC_019541.1|,665.047619048,46.6984126984,97.8831746032,0.968253968254
gi|31543997|ref|NC_004827.1|,637.237288136,69.8474576271,98.3454237288,0.949152542373
gi|939535479|ref|NC_020490.2|,556.712328767,34.8082191781,96.4034246575,0.958904109589
gi|212671382|ref|NC_011534.1|,789.4,45.8888888889,97.8648888889,1.0
gi|17981815|ref|NC_003315.1|,711.725,28.275,95.8145,0.925
gi|589286664|ref|NC_023573.1|,617.434782609,65.5314009662,99.4271497585,0.980676328502
gi|418489788|ref|NC_019489.1|,709.192307692,88.5,96.7246153846,0.923076923077
gi|472437772|ref|NC_020877.1|,646.016949153,94.5254237288,98.7175706215,0.988700564972
gi|9635677|ref|NC_002486.1|,603.746268657,69.1194029851,98.8446268657,0.910447761194
gi|422935523|ref|NC_019510.1|,768.956521739,51.847826087,96.4513043478,1.0
gi|389059862|ref|NC_017974.1|,472.478723404,51.2092198582,97.1692553191,0.985815602837
gi|431809408|ref|NC_019911.1|,749.865384615,30.0576923077,97.6305769231,1.0
gi|744692834|ref|NC_026017.1|,638.813559322,60.2711864407,96.3903389831,0.864406779661
gi|389060488|ref|NC_017985.1|,584.101694915,70.3389830508,98.0230508475,0.881355932203
gi|431810901|ref|NC_019931.1|,813.3,53.7333333333,96.247,1.0
gi|281416165|ref|NC_013651.1|,738.468085106,53.4893617021,97.9846808511,1.0
gi|9634983|ref|NC_002214.1|,714.705882353,47.1960784314,98.3476470588,1.0
gi|593776974|ref|NC_023715.1|,827.292682927,72.2682926829,98.5687804878,1.0
gi|589891555|ref|NC_023584.1|,808.261538462,62.1025641026,96.5479487179,0.979487179487
gi|744692700|ref|NC_026014.1|,649.081632653,56.306122449,97.0979591837,0.836734693878
gi|56692908|ref|NC_006552.1|,850.95890411,38.9178082192,98.0167123288,0.904109589041
gi|109392186|ref|NC_008196.1|,562.010638298,36.2021276596,95.4155319149,0.914893617021
gi|326783979|ref|NC_015288.1|,909.924242424,53.9848484848,95.6533838384,0.969696969697
gi|593780404|ref|NC_023739.1|,596.710526316,70.8026315789,97.1089473684,0.986842105263
gi|66395885|ref|NC_007057.1|,583.304347826,35.9565217391,99.1997101449,0.971014492754
gi|431810092|ref|NC_019919.1|,598.625,100.31875,97.6526875,0.96875
gi|255033713|ref|NC_013055.1|,757.489361702,59.1063829787,97.3591489362,0.829787234043
gi|399528962|ref|NC_018282.1|,716.675,42.7625,99.359,1.0
gi|373231359|ref|NC_006940.2|,566.049180328,88.0983606557,93.7859016393,0.918032786885
gi|9632893|ref|NC_000871.1|,756.733333333,56.4,97.1646666667,1.0
gi|593775691|ref|NC_023703.1|,649.282608696,50.2717391304,97.0726086957,0.923913043478
gi|509139878|ref|NC_021323.1|,681.85,51.7333333333,98.9211666667,0.883333333333
gi|359802358|ref|NC_016435.1|,684.931034483,68.1149425287,98.9936781609,0.977011494253
gi|435844510|ref|NC_019521.1|,711.77739726,35.0376712329,99.0073972603,0.986301369863
gi|282598606|ref|NC_013694.1|,574.333333333,29.7037037037,96.9480246914,0.938271604938
gi|589287449|ref|NC_023610.1|,833.587755102,51.8734693878,99.4359591837,0.844897959184
gi|658607202|ref|NC_024378.1|,608.804878049,51.0,98.0448780488,0.90243902439
gi|401723014|ref|NC_018452.1|,791.780821918,46.4520547945,98.7839726027,0.849315068493
gi|563399183|ref|NC_022984.1|,583.649350649,59.2727272727,97.5380519481,0.961038961039
gi|48696682|ref|NC_005891.1|,781.361702128,39.2978723404,97.1925531915,0.978723404255
gi|109391846|ref|NC_008197.1|,648.670103093,49.793814433,98.2531958763,0.886597938144
gi|448245104|ref|NC_020204.1|,631.535211268,40.2535211268,96.2078873239,0.774647887324
gi|47073736|ref|NC_002661.2|,577.194029851,40.2089552239,98.236119403,0.89552238806
gi|593779948|ref|NC_023737.1|,626.75,66.6160714286,98.3677232143,0.973214285714
gi|374671600|ref|NC_016770.1|,663.661538462,59.0461538462,96.2009230769,1.0
gi|472339781|ref|NC_020841.1|,555.253731343,46.223880597,98.2298507463,0.970149253731
gi|157324960|ref|NC_009810.1|,570.721311475,56.868852459,96.9737704918,0.967213114754
gi|589892323|ref|NC_023593.1|,551.292682927,64.1300813008,96.4675609756,0.983739837398
gi|460042436|ref|NC_020484.1|,716.015151515,24.8787878788,98.2882828283,0.969696969697
gi|414088056|ref|NC_019406.1|,564.469387755,65.2040816327,98.6214739229,0.943310657596
gi|9629653|ref|NC_001835.1|,454.618181818,46.2363636364,97.2810909091,0.963636363636
gi|658607635|ref|NC_024384.1|,523.095890411,35.7123287671,97.2854794521,0.917808219178
gi|418489442|ref|NC_019487.1|,556.596638655,44.0588235294,98.1769327731,0.949579831933
gi|526177551|ref|NC_021796.1|,715.831460674,91.3707865169,95.8578651685,0.943820224719
gi|612508640|ref|NC_023567.2|,736.127272727,26.8363636364,94.7249090909,0.963636363636
gi|658310745|ref|NC_024362.1|,794.446808511,32.6595744681,99.6827659574,1.0
gi|71647259|ref|NC_007217.1|,587.70212766,36.3829787234,98.0363829787,0.936170212766
gi|29566511|ref|NC_004687.1|,615.434210526,68.0307017544,98.2109210526,0.982456140351
gi|408905835|ref|NC_018840.1|,606.744186047,73.1860465116,96.328372093,0.93023255814
gi|514051046|ref|NC_021536.1|,779.768472906,52.7783251232,95.6596059113,0.980295566502
gi|109289936|ref|NC_008201.1|,623.5,60.1875,98.616875,0.833333333333
gi|89155211|ref|NC_007809.1|,681.93902439,38.8902439024,99.5836585366,1.0
gi|472341815|ref|NC_020857.1|,547.641791045,23.2537313433,96.746119403,0.910447761194
gi|422937778|ref|NC_019530.1|,693.601941748,58.5145631068,98.2947572816,0.902912621359
gi|47835019|ref|NC_004333.2|,686.571428571,64.0952380952,96.7596825397,0.920634920635
gi|712912451|ref|NC_025426.1|,541.659388646,66.8515283843,99.0124017467,0.982532751092
gi|431808936|ref|NC_019909.1|,588.26199262,33.2398523985,98.5175645756,0.955719557196
gi|418488227|ref|NC_019450.1|,486.076470588,52.5117647059,97.6952352941,0.976470588235
gi|408905838|ref|NC_018843.1|,723.282258065,103.024193548,98.5028225806,0.854838709677
gi|589889262|ref|NC_023555.1|,648.473684211,52.7894736842,98.3277192982,0.947368421053
gi|29028667|ref|NC_004617.1|,571.619047619,70.0317460317,98.5803174603,0.825396825397
gi|194302947|ref|NC_011054.1|,508.773584906,34.3773584906,96.0850943396,0.962264150943
gi|658607886|ref|NC_024388.1|,596.571428571,47.7142857143,97.9523809524,0.904761904762
gi|148609382|ref|NC_009514.1|,763.555555556,88.8518518519,97.8040740741,0.851851851852
gi|157325365|ref|NC_009814.1|,584.545454545,45.9454545455,97.4861818182,1.0
gi|209901237|ref|NC_011398.1|,640.281690141,66.2816901408,99.1150704225,0.915492957746
gi|815853839|ref|NC_026926.1|,825.698630137,47.196347032,96.1205479452,0.96803652968
gi|593774821|ref|NC_023695.1|,575.518518519,53.5925925926,97.8207407407,0.975308641975
gi|590236203|ref|NC_020862.2|,881.44,101.906666667,98.2806666667,0.973333333333
gi|472340688|ref|NC_020849.1|,679.941747573,63.1067961165,98.109223301,0.912621359223
gi|311992494|ref|NC_014660.1|,619.196850394,32.5236220472,98.8901181102,0.96062992126
gi|281416213|ref|NC_013648.1|,533.461538462,50.2461538462,96.9067692308,0.907692307692
gi|431809933|ref|NC_019918.1|,486.544378698,59.9467455621,97.6323668639,0.958579881657
gi|593776316|ref|NC_023710.1|,566.6375,49.7,97.140875,0.975
gi|399498791|ref|NC_018275.1|,558.19047619,64.9682539683,96.4433333333,0.904761904762
gi|593776135|ref|NC_023708.1|,520.831460674,38.9550561798,95.4629213483,0.988764044944
gi|169794178|ref|NC_010179.2|,568.076923077,42.4769230769,97.7646153846,0.984615384615
gi|514231540|ref|NC_021561.1|,559.186440678,64.1525423729,95.3889830508,0.864406779661
gi|9964607|ref|NC_002519.1|,674.872727273,35.0727272727,97.0874545455,0.945454545455
gi|460042324|ref|NC_020482.1|,796.617021277,35.2978723404,97.0706382979,0.957446808511
gi|939535639|ref|NC_024142.2|,708.72826087,75.75,97.0060869565,0.95652173913
gi|509141608|ref|NC_021343.1|,695.0,71.3695652174,98.3756521739,0.869565217391
gi|327198269|ref|NC_015273.1|,719.846153846,99.5384615385,98.4248717949,0.794871794872
gi|472341954|ref|NC_020859.1|,791.281690141,29.5352112676,96.4595774648,0.981220657277
gi|658307707|ref|NC_024365.1|,630.6,43.3333333333,98.3038666667,0.973333333333
gi|66391255|ref|NC_007021.1|,644.333333333,74.8777777778,99.0574444444,0.966666666667
gi|422934421|ref|NC_019503.1|,592.358778626,34.7786259542,99.0988931298,0.961832061069
gi|712912693|ref|NC_025427.1|,575.136363636,35.2159090909,99.3621590909,0.909090909091
gi|157310906|ref|NC_009816.1|,708.588235294,99.1294117647,97.9957647059,0.952941176471
gi|32469420|ref|NC_004996.1|,554.321428571,41.5357142857,98.4967857143,0.875
gi|356870736|ref|NC_016161.1|,599.931034483,49.0517241379,96.9274137931,1.0
gi|472341521|ref|NC_020855.1|,864.76635514,33.476635514,96.63,0.971962616822
gi|194100514|ref|NC_011044.1|,701.548387097,39.0860215054,98.5629032258,0.903225806452
gi|9626243|ref|NC_001416.1|,669.327868852,104.573770492,97.3540983607,0.901639344262
gi|167832345|ref|NC_010342.1|,683.411764706,69.4705882353,98.9464705882,0.921568627451
gi|109521840|ref|NC_008199.1|,660.5,51.1354166667,98.6577083333,0.875
gi|157311299|ref|NC_009821.1|,576.454198473,42.4732824427,98.345648855,0.961832061069
gi|372217712|ref|NC_016657.1|,793.517857143,43.8928571429,94.9032142857,1.0
gi|589891329|ref|NC_023581.1|,810.813186813,37.3296703297,97.728021978,0.89010989011
gi|325171199|ref|NC_015158.1|,647.971830986,44.5774647887,97.1336619718,0.971830985915
gi|939535554|ref|NC_021529.2|,569.02278481,52.2911392405,98.0050126582,0.939240506329
gi|691326850|ref|NC_025115.1|,752.638297872,89.4680851064,96.9493617021,0.829787234043
gi|593774912|ref|NC_023696.1|,620.434210526,69.4605263158,98.3255701754,0.982456140351
gi|472342352|ref|NC_020863.1|,527.564220183,64.4633027523,97.9700458716,0.917431192661
gi|639438320|ref|NC_024121.1|,577.133333333,34.4555555556,98.6132222222,0.97037037037
gi|472342987|ref|NC_020868.1|,620.923076923,30.4615384615,97.0228205128,0.931623931624
gi|168495103|ref|NC_010355.1|,496.486486486,54.3693693694,98.9689189189,0.882882882883
gi|408905846|ref|NC_018851.1|,624.463414634,84.1707317073,96.8717073171,0.975609756098
gi|589890759|ref|NC_023574.1|,592.158730159,77.4708994709,99.0006878307,0.984126984127
gi|431809464|ref|NC_019912.1|,629.235294118,79.4509803922,97.4719607843,0.921568627451
gi|392972682|ref|NC_018084.1|,633.92,50.76,97.258,0.96
gi|593777020|ref|NC_023716.1|,541.930232558,45.9069767442,97.8388372093,0.988372093023
gi|508178009|ref|NC_021300.1|,715.105263158,18.6315789474,97.0470175439,0.982456140351
gi|399528419|ref|NC_018271.1|,565.631578947,36.8947368421,96.7840350877,0.877192982456
gi|448244584|ref|NC_020198.1|,645.277777778,21.9259259259,99.3290740741,0.944444444444
gi|194100252|ref|NC_011040.1|,838.857142857,63.5,98.7373809524,1.0
gi|658310458|ref|NC_024356.1|,549.2,51.8714285714,97.9325714286,0.971428571429
gi|269838879|ref|NC_010811.2|,656.75,47.9390243902,97.6933536585,0.969512195122
gi|40806958|ref|NC_004664.2|,699.058823529,108.745098039,97.1860784314,0.960784313725
gi|589890545|ref|NC_023569.1|,793.7,63.8888888889,98.4836666667,0.955555555556
gi|326536847|ref|NC_015262.1|,531.85,87.4,98.4881666667,0.833333333333
gi|428781810|ref|NC_019708.1|,585.232142857,74.0714285714,95.7385714286,0.964285714286
gi|431810358|ref|NC_019924.1|,551.701298701,54.3766233766,97.781038961,0.961038961039
gi|610583910|ref|NC_021342.2|,608.138461538,44.2307692308,99.3232307692,0.769230769231
gi|356870600|ref|NC_016158.1|,557.076923077,69.3076923077,96.2856410256,0.923076923077
gi|428783345|ref|NC_019769.1|,652.037735849,70.4905660377,97.7841509434,0.962264150943
gi|508177859|ref|NC_021299.1|,517.6484375,95.875,97.48703125,0.96875
gi|356870838|ref|NC_016165.1|,659.981818182,26.6545454545,98.6576363636,0.981818181818
gi|13095658|ref|NC_002670.1|,451.714285714,167.80952381,98.2628571429,0.809523809524
gi|460042257|ref|NC_020481.1|,479.461538462,48.4307692308,94.7264615385,0.953846153846
gi|312281391|ref|NC_006884.2|,781.369863014,29.8310502283,97.4607762557,0.981735159817
gi|682123738|ref|NC_024789.1|,594.157142857,51.5,95.949,0.9
gi|431809730|ref|NC_019915.1|,573.892307692,29.3846153846,97.9218461538,0.984615384615
gi|9634626|ref|NC_002185.1|,742.045454545,47.4090909091,96.1431818182,1.0
gi|712912293|ref|NC_025421.1|,578.319148936,45.7234042553,97.9689361702,1.0
gi|226377630|ref|NC_012530.1|,637.43,65.835,98.4477,0.96
gi|435844340|ref|NC_019519.1|,528.317073171,34.2764227642,95.4153658537,0.951219512195
